Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU40,13.02041031401167,Low Fat,0.017696566336488632,Fruits and Vegetables,210.86370541855504,OUT028,1997,High,Tier 3,Supermarket Type1,3057.5255731400002
FDZ70,5.803888157167714,Low Fat,0.034728825387026784,Soft Drinks,73.94038695071792,OUT018,1999,Medium,Tier 1,Supermarket Type1,782.7237943303672
FDX29,5.558584842499581,Regular,0.2479899262802102,Household,179.53761247905805,OUT049,2009,Medium,Tier 3,Supermarket Type1,2779.5746197565218
FDE13,13.818559390661953,low fat,0.09953667985893228,Soft Drinks,75.91904441170685,OUT040,1997,nan,Tier 1,Grocery Store,161.65972991350932
FDL29,12.010857811973512,Low Fat,0.03420054048758276,Baking Goods,164.1637099960673,OUT036,1985,Small,Tier 3,Supermarket Type1,1068.5342153533418
FDX59,18.426886319684776,Low Fat,0.10871060192125903,Soft Drinks,185.80997742264913,OUT034,1987,Medium,Tier 3,Grocery Store,995.9688445750578
FDQ60,7.570873355389523,Low Fat,0.16225433368451866,Baking Goods,259.364066465145,OUT016,1999,High,Tier 3,Supermarket Type1,3861.330462287416
FDI45,5.399546593872794,Regular,0.02816780194243346,Soft Drinks,37.02465497443982,OUT016,1997,Medium,Tier 2,Grocery Store,184.36563292913993
FDZ75,12.184620286882014,Regular,0.13682819078783867,Meat,50.985750646155815,OUT029,2002,Small,Tier 3,Supermarket Type1,390.22173833271194
FDO43,8.79965690803612,low fat,0.10742864499019195,Household,47.716140165383244,OUT045,2007,Medium,Tier 1,Supermarket Type1,500.5512440460179
FDD15,5.793829973421399,reg,0.13289498196671565,Frozen Foods,121.6230958413502,OUT028,2002,High,Tier 1,Supermarket Type1,1291.3645408788975
FDG51,16.593572589562065,Regular,0.028509970683269176,Frozen Foods,218.96532314173714,OUT011,2009,nan,Tier 2,Supermarket Type1,3873.1303013869556
FDS67,,Regular,0.057770041562846465,Meat,224.1329565410412,OUT043,2002,Small,Tier 2,Grocery Store,933.3170842435034
FDV21,14.733112000124347,Low Fat,0.17019719412875128,Fruits and Vegetables,199.5053070158649,OUT026,1999,Medium,Tier 2,Supermarket Type1,2220.208567577505
FDC27,9.496796002670226,Low Fat,0.07101627365476548,Frozen Foods,236.28199562088795,OUT033,1998,Medium,Tier 3,Supermarket Type1,3882.0738326086002
FDH30,7.775936805680352,reg,0.07140385741503531,Fruits and Vegetables,104.25778715897408,OUT018,1987,Small,Tier 3,Supermarket Type1,2131.418064777761
FDO35,11.07602436670908,Low Fat,0.05886140859140849,Dairy,50.2755681780288,OUT010,2002,High,Tier 1,Supermarket Type1,662.8563952568862
FDH96,17.82313241956726,Low Fat,0.0,Frozen Foods,43.37519643766552,OUT037,1987,Small,Tier 1,Supermarket Type1,1405.4970853722016
FDJ53,11.273497230473163,Regular,0.14880554343047567,Dairy,225.99052551245885,OUT024,1999,Small,Tier 3,Supermarket Type1,3537.0527394516866
FDN87,,Low Fat,0.09831673961763344,Frozen Foods,198.000347701349,OUT030,1985,nan,Tier 1,Supermarket Type2,2907.392285241344
FDB46,7.007780748786411,Regular,0.04284643333952369,Frozen Foods,190.6815203825578,OUT024,1997,Medium,Tier 3,Supermarket Type1,2814.2403996083426
FDE47,,Regular,0.006020288569078992,Dairy,108.12555786550382,OUT032,1999,nan,Tier 2,Supermarket Type1,1871.4568652483317
FDM50,8.790933198506378,Low Fat,0.0,Snack Foods,117.37819338219202,OUT011,2004,Medium,Tier 3,Supermarket Type1,2299.512760983469
FDV69,15.838290078221965,low fat,0.01639519589908828,Fruits and Vegetables,250.36611164684342,OUT045,2007,Medium,Tier 3,Supermarket Type1,4015.626850079062
FDO23,14.052504877455942,Low Fat,0.08882065995663915,Soft Drinks,44.675091142525055,OUT018,2004,Medium,Tier 3,Grocery Store,240.1501904158045
FDX98,19.866315475386997,Low Fat,0.03384167247290783,Baking Goods,207.9582994956923,OUT011,2004,Small,Tier 1,Supermarket Type3,4732.323558990339
FDT11,11.197160287605024,Regular,0.06426732721419658,Snack Foods,101.21566445293043,OUT011,1987,nan,Tier 3,Supermarket Type1,1868.8963800757751
FDG79,6.058643021351047,Regular,0.06810325431468149,Soft Drinks,38.9825622348879,OUT027,2002,High,Tier 3,Supermarket Type1,266.0531644204784
FDQ98,5.3064877688200465,Regular,0.1657718129557149,Household,200.79112547076488,OUT026,1999,Medium,Tier 3,Supermarket Type1,2257.5605873077952
FDY37,18.22973697556405,Low Fat,0.12097107139049865,Fruits and Vegetables,106.10973370602616,OUT017,2009,High,Tier 2,Grocery Store,505.3183258664392
FDB44,13.395770202582915,Regular,0.08907510517410941,Frozen Foods,196.0939293108432,OUT043,1998,nan,Tier 3,Supermarket Type2,2435.4150499914795
FDE14,,Low Fat,0.0,Frozen Foods,192.76050811716763,OUT043,2004,Small,Tier 3,Grocery Store,643.4967572566717
FDA49,8.750809600184235,LF,0.08881568598593995,Frozen Foods,153.00098134961647,OUT014,2007,Small,Tier 3,Supermarket Type1,3104.420986769118
FDL65,10.52133992821174,Low Fat,0.07180067233674145,Baking Goods,208.79581971842623,OUT038,2002,Small,Tier 1,Supermarket Type2,1470.4724924436748
FDD54,5.481661955381103,Regular,0.0,Baking Goods,163.638814559386,OUT037,1997,nan,Tier 2,Supermarket Type2,2766.7419185030803
FDW56,20.383877193185796,Low Fat,0.07985793646007724,Baking Goods,95.92647615509996,OUT025,1999,Small,Tier 2,Supermarket Type1,901.4150016161014
FDK19,15.685886507213015,Low Fat,0.05735503803163264,Dairy,198.84651924481636,OUT023,1985,Medium,Tier 3,Supermarket Type1,2581.4029801922534
FDC23,19.931281404148898,Low Fat,0.04028902240122694,Baking Goods,165.50215765187642,OUT011,2007,Medium,Tier 3,Supermarket Type1,2698.538778194136
FDP83,9.247942518865157,low fat,0.1310283648175536,Baking Goods,32.92727478868173,OUT049,1987,High,Tier 1,Grocery Store,497.33063457920076
FDJ85,14.783417779610573,Regular,0.11097779990003132,Fruits and Vegetables,237.37816088717116,OUT013,2004,nan,Tier 3,Supermarket Type3,5866.850388535314
FDI10,15.855999492682205,LF,0.2505206480554696,Soft Drinks,155.4980322145921,OUT040,2009,Medium,Tier 1,Supermarket Type1,1822.6400995554768
FDE29,10.080795204121415,Low Fat,0.13009592096828246,Snack Foods,229.7842710602923,OUT035,1985,Medium,Tier 3,Supermarket Type1,3424.0197989942126
FDH52,,Low Fat,0.1240945905162343,Snack Foods,233.02947296591626,OUT036,1998,nan,Tier 1,Supermarket Type3,5026.829891742634
FDL10,20.154583406403965,Low Fat,0.09789451074251944,Frozen Foods,132.34233104907037,OUT043,2004,Small,Tier 2,Supermarket Type1,948.4940468753164
FDY73,19.15768188313607,low fat,0.027512820798036262,Soft Drinks,146.76179918378313,OUT040,2009,Small,Tier 3,Supermarket Type1,2230.294239624367
FDV93,16.825071615029962,Low Fat,0.05316338489219243,Meat,125.62350916538844,OUT020,1987,High,Tier 1,Supermarket Type1,1547.894713802211
FDY46,9.439434875599265,low fat,0.07273046439494829,Meat,133.37045832085045,OUT017,1987,nan,Tier 1,Supermarket Type1,2370.1909646839613
FDO85,9.505856673690108,LF,0.0957419394828587,Household,235.8838465634974,OUT021,2002,Medium,Tier 3,Supermarket Type3,5076.198173878505
FDE58,,LF,0.08220556815337186,Fruits and Vegetables,211.27312321261954,OUT044,1997,Small,Tier 1,Supermarket Type1,3942.3659443377446
FDQ53,5.1645519349710725,Regular,0.025201958422337942,Meat,59.10090555258294,OUT043,1998,nan,Tier 3,Supermarket Type2,1062.7520208416624
FDX37,16.456799571874313,Regular,0.21248208532837504,Meat,170.37078975422205,OUT022,1997,High,Tier 3,Supermarket Type1,2662.2641446711946
FDO88,,Regular,0.004249817995840409,Fruits and Vegetables,259.0585272888587,OUT036,1985,nan,Tier 1,Supermarket Type1,4868.497272566341
FDF70,14.96303265519676,Low Fat,0.15099032064424156,Soft Drinks,166.9766612834717,OUT017,2002,nan,Tier 1,Grocery Store,796.4390303159954
FDT87,,Regular,0.06286425188044428,Frozen Foods,210.75047388641428,OUT030,1987,Small,Tier 1,Supermarket Type1,3983.165733581205
FDB82,9.990070972219604,Low Fat,0.2392461485008838,Household,206.8841388776693,OUT020,1987,nan,Tier 2,Supermarket Type1,2537.940106713906
FDE29,10.43954982069197,Low Fat,0.06619105253348806,Household,110.57303095063557,OUT031,2004,Small,Tier 3,Supermarket Type3,974.8337917044005
FDZ38,6.263030447144889,Low Fat,0.0760537216789308,Household,115.52533962191055,OUT030,1999,nan,Tier 3,Supermarket Type1,1845.0833049271387
FDA44,12.0847701846998,Low Fat,0.04182183973844303,Meat,196.53757701179273,OUT037,2007,nan,Tier 2,Supermarket Type1,3548.329203931854
FDF68,9.17677641975757,Low Fat,0.03313661578760895,Soft Drinks,144.99621226911208,OUT012,1987,Medium,Tier 2,Supermarket Type2,1601.5848872947088
FDE42,10.494187234842308,Low Fat,0.10361962110175078,Household,161.23126309998923,OUT016,2007,High,Tier 1,Supermarket Type1,2198.7912976320713
FDQ60,18.35314864409004,Regular,0.0803373535886934,Fruits and Vegetables,193.96833178391265,OUT023,2004,Small,Tier 3,Supermarket Type1,2071.4393486622203
FDN21,19.967752216439933,Low Fat,0.05322893938675943,Household,208.84225621898156,OUT024,2007,Small,Tier 2,Supermarket Type2,3116.9206352554606
FDJ29,7.97172915208297,Regular,0.07906623290770116,Snack Foods,92.44881287860642,OUT018,1997,Medium,Tier 2,Supermarket Type1,1380.7020608623725
FDU97,10.960142904855454,Low Fat,0.11237052613059828,Dairy,63.762564670501476,OUT016,2007,nan,Tier 3,Supermarket Type2,1261.077274000435
FDK98,,Regular,0.0595826897910778,Soft Drinks,97.11276874645681,OUT021,2002,Medium,Tier 3,Supermarket Type1,1205.9660911140584
FDR38,5.988935371027562,Regular,0.035555060837591954,Dairy,146.73381477117738,OUT028,1987,Small,Tier 3,Supermarket Type2,2068.4167117766096
FDY48,6.477768449782056,Regular,0.05807788434478535,Soft Drinks,108.692502978319,OUT036,2002,nan,Tier 1,Supermarket Type1,1944.489418677822
FDX52,7.60465582729967,Regular,0.08057687884927234,Baking Goods,160.72343453494656,OUT027,1999,Small,Tier 2,Supermarket Type3,3778.110981761387
FDR32,14.523405346029996,Low Fat,0.04020004729271946,Fruits and Vegetables,42.29711654889454,OUT022,1997,nan,Tier 1,Grocery Store,251.07995168548865
FDL47,7.4075563360959595,Regular,0.08106195355897174,Baking Goods,147.24259467116644,OUT010,1985,Medium,Tier 3,Supermarket Type1,2634.896003075258
FDT32,20.489222103211738,Low Fat,0.12283488947731862,Meat,114.63652859567281,OUT047,2004,Medium,Tier 3,Supermarket Type3,3129.0887411026006
FDM61,12.147432436136326,Low Fat,0.13390002436261156,Meat,152.97335362536296,OUT030,1987,Small,Tier 2,Supermarket Type1,3349.654264631552
FDP59,13.024287365602662,Regular,0.07585894732158939,Baking Goods,127.18267162354466,OUT043,1985,nan,Tier 1,Supermarket Type2,2130.191849485065
FDJ17,8.946537852886504,Low Fat,0.07699543754486587,Soft Drinks,95.37194564663477,OUT022,1985,Small,Tier 1,Grocery Store,496.3747703811459
FDR94,12.535364038955736,Regular,0.057082878324834385,Household,237.94481825525622,OUT032,2004,Small,Tier 1,Supermarket Type1,3417.0838151247876
FDA17,15.590618122192184,Regular,0.04885614057790155,Dairy,72.49594733691208,OUT010,1985,High,Tier 3,Supermarket Type1,1118.837134751402
FDF14,,Low Fat,0.07094026503242869,Fruits and Vegetables,186.71408238352873,OUT032,2009,nan,Tier 2,Supermarket Type1,2158.9897029059375
FDO95,17.061889323358606,Low Fat,0.04961152050059476,Household,242.66828389395525,OUT037,2002,Small,Tier 1,Supermarket Type1,3330.8099821927626
FDO43,14.246257803105413,Low Fat,0.0,Meat,153.8940907276496,OUT041,1998,High,Tier 3,Supermarket Type1,2872.5517260932265
FDA64,19.469756399901716,LF,0.09779973189013823,Household,231.57395237328086,OUT017,1998,High,Tier 3,Supermarket Type1,2698.2313595631654
FDW52,18.078525556897752,Regular,0.050477175158797946,Frozen Foods,58.715840039655404,OUT035,1999,Medium,Tier 1,Supermarket Type1,1578.8385079466066
FDJ39,17.112769835178007,Low Fat,0.15323442570249832,Frozen Foods,143.57141715897387,OUT023,1987,Medium,Tier 2,Supermarket Type2,2003.4588502425208
FDR91,,Low Fat,0.07138485404101462,Baking Goods,135.11581451061608,OUT033,1999,Medium,Tier 2,Supermarket Type1,1572.358265382176
FDQ35,5.110047395514389,Regular,0.12877658740329445,Frozen Foods,31.86732561850882,OUT038,1987,Medium,Tier 1,Supermarket Type1,339.80258373286676
FDH56,8.399156435127567,low fat,0.06127698750262385,Baking Goods,131.9491885126469,OUT013,1998,High,Tier 3,Supermarket Type1,2274.496287859252
FDH85,15.616377502615236,Low Fat,0.0,Snack Foods,114.8768439679975,OUT027,1999,Small,Tier 3,Supermarket Type2,1767.2088332215676
FDH98,,Low Fat,0.07486293512494843,Snack Foods,184.05370738816154,OUT023,2002,Medium,Tier 1,Grocery Store,1114.86332953423
FDN77,11.438500148788988,low fat,0.0285402462135379,Dairy,245.81584907259926,OUT036,2002,Small,Tier 3,Supermarket Type1,3904.866316925833
FDA10,19.15339021167382,Low Fat,0.027776052037603714,Frozen Foods,49.731950300268394,OUT012,2009,Medium,Tier 3,Grocery Store,300.36452478268285
FDS40,19.32900557010942,Low Fat,0.07601135463644425,Meat,105.31956894436331,OUT039,1998,Medium,Tier 1,Grocery Store,554.878144642564
FDP23,19.54680422485737,reg,0.040139861947175594,Soft Drinks,132.13488960067792,OUT045,1999,nan,Tier 3,Supermarket Type3,3076.7291558796824
FDU57,10.022049224240437,Regular,0.017256263392489646,Frozen Foods,134.69263694790817,OUT032,2002,Medium,Tier 1,Supermarket Type1,1897.938852280473
FDE71,16.056893003828186,Low Fat,0.05991260070960855,Fruits and Vegetables,208.20623579371835,OUT027,1998,Small,Tier 1,Supermarket Type1,3174.1923712501225
FDB73,,Low Fat,0.29743243339646175,Baking Goods,131.9810031416914,OUT049,2002,Small,Tier 1,Supermarket Type1,2094.1735231516077
FDF72,8.049757329191197,Low Fat,0.11219669767259081,Frozen Foods,36.24709933434028,OUT019,1987,High,Tier 3,Supermarket Type1,516.7287423655355
FDI42,7.9541193175579075,Low Fat,0.034392397262546566,Fruits and Vegetables,193.3239417563512,OUT021,2004,Medium,Tier 1,Supermarket Type2,3527.975644349229
FDI98,10.473721933817504,low fat,0.1870757829257497,Meat,233.51082988350447,OUT017,1997,High,Tier 3,Supermarket Type1,4079.267818228638
FDP22,11.879321916477148,Low Fat,0.13257430001211543,Soft Drinks,148.19808388642474,OUT041,1998,Medium,Tier 1,Supermarket Type2,1631.0167763307027
FDI86,18.295186736881092,Regular,0.056960270181786864,Snack Foods,163.65495999065624,OUT026,2009,nan,Tier 2,Supermarket Type1,2939.288314569998
FDI84,6.9182574955633935,LF,0.08224629106185684,Baking Goods,67.47538096288059,OUT023,1999,nan,Tier 3,Supermarket Type1,1002.5710492142773
FDD13,16.75881355831831,Low Fat,0.03409291141564797,Dairy,80.74856727616012,OUT046,2009,Small,Tier 3,Supermarket Type3,1588.178730515962
FDF28,13.503278627028886,Low Fat,0.030374420186423893,Fruits and Vegetables,84.0891549986607,OUT018,2002,High,Tier 3,Supermarket Type3,2424.121892723365
FDF91,9.60712548281588,Regular,0.10803537520698525,Frozen Foods,129.0706542226979,OUT035,2007,Small,Tier 2,Supermarket Type2,2078.4887897087656
FDM32,12.885113352525194,LF,0.07211112473515134,Meat,243.4734008059977,OUT033,1999,Medium,Tier 1,Supermarket Type1,3203.8783077697326
FDS84,9.799073116432362,low fat,0.0,Fruits and Vegetables,150.01049634442379,OUT032,1999,Medium,Tier 2,Supermarket Type3,3980.4572766411256
FDA97,14.537311283812896,Low Fat,0.012429338605955294,Frozen Foods,74.1824583963111,OUT040,1997,High,Tier 1,Supermarket Type1,1069.6701173091337
FDV80,11.941502765683907,Regular,0.11664384369310034,Snack Foods,91.20017924985842,OUT048,2004,Medium,Tier 1,Supermarket Type2,1763.1294106169416
FDY94,7.63048846526206,Regular,0.03743272190831334,Snack Foods,118.32345683725238,OUT011,1987,nan,Tier 1,Supermarket Type1,1767.6391102163147
FDO74,,LF,0.10639064186624199,Soft Drinks,173.34956440934386,OUT027,1997,Medium,Tier 1,Supermarket Type2,3002.315413677838
FDL80,13.747130913154082,Low Fat,0.049564028749478656,Dairy,131.20762519092125,OUT025,1987,Medium,Tier 1,Grocery Store,732.5154974354057
FDO30,19.438608532577653,Regular,0.0,Snack Foods,120.26231416069274,OUT038,2007,Small,Tier 2,Grocery Store,720.5545794607584
FDS69,10.503322984922969,low fat,0.10273806072179421,Soft Drinks,159.8875780917688,OUT020,1998,High,Tier 3,Supermarket Type2,2093.068411587308
FDY42,16.728001715561973,Low Fat,0.11320821461078134,Snack Foods,85.62204883952705,OUT011,2007,Small,Tier 2,Supermarket Type3,3297.163323320504
FDQ44,15.538581679036271,Low Fat,0.19885734659668886,Baking Goods,48.1477526944539,OUT023,2007,Medium,Tier 3,Supermarket Type1,651.2916997942256
FDL20,19.904878628951696,Low Fat,0.07239776049870261,Household,35.615292409111085,OUT013,2007,Small,Tier 3,Supermarket Type2,64.38716891170725
FDC81,18.135696276786256,Low Fat,0.011372435965543238,Soft Drinks,87.78960759743923,OUT048,2007,Small,Tier 3,Supermarket Type1,1408.109900167082
FDN87,14.065684142487408,Low Fat,0.1557249885310348,Soft Drinks,51.0661678532278,OUT043,2007,Small,Tier 2,Supermarket Type1,676.3498488251679
FDJ75,15.512487971745717,LF,0.0763238876481734,Fruits and Vegetables,107.35834685977636,OUT048,2009,Small,Tier 1,Grocery Store,395.6008204274471
FDN18,19.374183465344558,Low Fat,0.05201817527249231,Snack Foods,207.7747142827438,OUT018,1987,Medium,Tier 1,Grocery Store,942.7351203189771
FDC94,11.392300553390957,Low Fat,0.13244358659091765,Soft Drinks,194.7476960119728,OUT049,2009,Medium,Tier 3,Supermarket Type1,3297.1627053213683
FDZ81,10.228715293724438,Regular,0.04251909395879187,Meat,170.51335324124662,OUT016,2007,Small,Tier 1,Supermarket Type1,2725.330748393389
FDP75,5.172977338163141,Low Fat,0.04880046310120641,Baking Goods,226.0750560922801,OUT026,1985,High,Tier 1,Supermarket Type1,4058.0717828744396
FDF37,18.22481718706343,Low Fat,0.05710737263683084,Fruits and Vegetables,94.87555364518364,OUT032,1999,Medium,Tier 2,Grocery Store,408.7565128481497
FDU35,17.815691206453838,Regular,0.03747154687093516,Fruits and Vegetables,233.5623631968921,OUT020,1987,Medium,Tier 1,Supermarket Type1,3716.0402153587343
FDY21,6.671272289602422,low fat,0.0,Household,121.8250090239112,OUT031,1999,nan,Tier 1,Supermarket Type1,1952.0124656372009
FDE57,14.229718098123204,Regular,0.06561752126166037,Baking Goods,122.20546320132411,OUT027,2007,Medium,Tier 2,Supermarket Type1,2763.102838449488
FDE88,12.423707170670198,Regular,0.14529802165964087,Frozen Foods,123.23087113386995,OUT037,2009,nan,Tier 1,Supermarket Type1,1341.0032069492859
FDL24,6.899345528145783,Low Fat,0.19882070416385575,Meat,52.561704235425736,OUT025,2009,Medium,Tier 3,Supermarket Type2,505.81527859651084
FDK57,20.689091632971575,LF,0.06918977371792864,Baking Goods,254.36281461614283,OUT013,1985,nan,Tier 2,Supermarket Type3,7284.48421803941
FDW79,8.435134199413687,Low Fat,0.041958588141279896,Soft Drinks,61.85655889978661,OUT045,2004,High,Tier 1,Supermarket Type1,816.8473894438946
FDN52,6.075746881448978,Regular,0.0,Household,108.40371662791244,OUT031,2007,nan,Tier 1,Supermarket Type1,839.7507214293465
FDM30,14.517558072030553,Low Fat,0.16220649167797815,Meat,103.43907367515415,OUT020,1997,nan,Tier 2,Grocery Store,763.1688526586299
FDW89,16.82186683412852,LF,0.01720519904231164,Household,47.17626954784322,OUT030,2002,Small,Tier 3,Grocery Store,66.64168315174024
FDO24,5.519095136754991,Regular,0.010161054512274944,Baking Goods,65.01982992573164,OUT049,1997,Small,Tier 2,Supermarket Type1,1024.4546928586778
FDY45,15.539482219632355,Regular,0.05014408977520899,Dairy,40.31741732263874,OUT025,2009,High,Tier 3,Supermarket Type1,1143.5594861517584
FDK60,,Low Fat,0.14629673943490354,Baking Goods,97.2530335189181,OUT018,1997,Medium,Tier 2,Supermarket Type3,2863.8533068941133
FDO77,6.652240142000775,Low Fat,0.19266860062395255,Soft Drinks,229.3310925266485,OUT044,1987,nan,Tier 1,Supermarket Type2,3002.052740886628
FDU22,7.760382031141793,Regular,0.08909524987767786,Household,108.07170731959843,OUT043,2009,Small,Tier 2,Supermarket Type3,4221.185528216738
FDV28,14.087588757057288,Regular,0.1291566902478422,Dairy,58.44912137549722,OUT018,2007,nan,Tier 2,Supermarket Type1,1140.2861419122273
FDB87,9.741721816212614,Low Fat,0.10806879463143532,Soft Drinks,178.50958972830114,OUT022,2007,Small,Tier 3,Supermarket Type2,2656.6636318200635
FDD61,20.013051658421055,reg,0.161048121088493,Household,259.2182097726294,OUT015,1987,Small,Tier 2,Supermarket Type2,3389.373994612067
FDN36,,low fat,0.08493448898163813,Household,83.43447159234333,OUT013,2002,nan,Tier 3,Grocery Store,447.6634905944295
FDO37,20.737075304218607,Low Fat,0.08340369996535911,Baking Goods,94.30133123523098,OUT037,1999,Small,Tier 2,Supermarket Type3,3247.3532983169907
FDC17,,low fat,0.1254645879347753,Snack Foods,253.52482248458136,OUT020,1987,Medium,Tier 1,Supermarket Type1,3661.0009205952147
FDP45,20.515578124767632,Regular,0.03905129142499648,Household,71.11854613661204,OUT043,1999,Small,Tier 2,Supermarket Type2,191.55134201026635
FDR11,11.899741916664926,Low Fat,0.025031503499815647,Household,147.5792355156077,OUT044,1998,nan,Tier 1,Supermarket Type1,1861.4688330243844
FDQ86,10.560300725020074,Low Fat,0.09175152073373544,Fruits and Vegetables,85.11999059370183,OUT014,2009,High,Tier 3,Grocery Store,333.1792752888248
FDD98,5.805592431509652,Regular,0.026471508412534695,Snack Foods,244.44093651728608,OUT048,1985,nan,Tier 3,Grocery Store,871.2682032977351
FDK16,5.844244125753642,Regular,0.07804602047136004,Household,255.74983335254763,OUT020,2002,Medium,Tier 3,Grocery Store,1229.4534093128466
FDL83,16.072180095146475,Low Fat,0.12611093937103038,Baking Goods,217.38050460760354,OUT021,2004,Medium,Tier 3,Supermarket Type1,3628.041506731167
FDG22,12.326863910944446,Regular,0.18711724392347598,Fruits and Vegetables,102.40027763694643,OUT028,2002,Small,Tier 2,Supermarket Type1,1178.1479715716082
FDG72,8.624346016577691,Regular,0.03404007078774564,Fruits and Vegetables,122.80211931451615,OUT022,1999,Small,Tier 2,Supermarket Type1,2263.7845406243096
FDX51,,Regular,0.11755902654658457,Frozen Foods,85.73030724327691,OUT013,1998,Medium,Tier 2,Supermarket Type1,828.3146230330697
FDJ65,,Low Fat,0.019878357132106797,Dairy,234.87433241206804,OUT023,1999,High,Tier 1,Supermarket Type1,2857.4849160513686
FDD93,14.242108069510762,low fat,0.21396291185945288,Soft Drinks,240.34840386827636,OUT011,2009,Small,Tier 2,Supermarket Type3,4616.678516963181
FDD16,,Low Fat,0.04103921043157268,Fruits and Vegetables,126.34025231659085,OUT017,1999,Small,Tier 1,Supermarket Type1,1481.1318096004009
FDV10,18.176835625789103,Low Fat,0.12403656585555035,Meat,181.00260607769042,OUT031,2007,Small,Tier 1,Supermarket Type1,3109.445385695796
FDL54,18.13113857226847,Low Fat,0.03911043436308055,Fruits and Vegetables,68.0772313481796,OUT022,2004,Medium,Tier 2,Grocery Store,389.86733147560244
FDJ56,12.637606369958421,Low Fat,0.04671425116537902,Frozen Foods,130.03525708358407,OUT030,1998,Small,Tier 1,Grocery Store,447.8700996438591
FDM31,10.61310574936025,low fat,0.09586819876278893,Meat,175.24479453490446,OUT030,1999,Small,Tier 3,Supermarket Type1,2292.092633690626
FDV30,10.800956744945513,Low Fat,0.09520184756944898,Frozen Foods,118.6427172591445,OUT037,2004,Small,Tier 2,Supermarket Type1,2664.4739003141
FDV18,,Regular,0.09458584772023339,Frozen Foods,112.24789090788578,OUT042,2002,nan,Tier 2,Supermarket Type1,2092.8898187906543
FDZ18,10.250871724761792,Low Fat,0.0,Snack Foods,30.229768221396814,OUT038,1997,Small,Tier 1,Supermarket Type1,251.89938229291204
FDO19,8.344949979309536,Low Fat,0.05148383318462231,Dairy,214.98749666873624,OUT046,1997,nan,Tier 2,Grocery Store,1166.4232586892751
FDX51,6.355013470004909,reg,0.029590250517122836,Meat,234.54765076493308,OUT031,1987,Medium,Tier 2,Supermarket Type2,4646.398691047928
FDH33,12.467089934150534,Regular,0.024590881933584777,Dairy,252.9766117955414,OUT035,1997,High,Tier 1,Supermarket Type2,3781.7373508669566
FDP58,12.71411358271747,Low Fat,0.33145889948795904,Dairy,195.43241856591956,OUT020,1985,Small,Tier 2,Grocery Store,833.9647891042096
FDZ46,18.454539366446514,Regular,0.07285317936512746,Dairy,156.22223184507345,OUT020,2009,Medium,Tier 2,Grocery Store,639.0086487252144
FDD59,,Low Fat,0.010173780149864474,Meat,91.93543955600316,OUT043,1987,Small,Tier 2,Supermarket Type3,1835.852012758321
FDX28,11.095860378694399,Low Fat,0.2050786103387103,Meat,259.8388794716046,OUT028,1997,Small,Tier 1,Grocery Store,1284.5341213027923
FDD69,17.934491822299055,Regular,0.08674358646329064,Dairy,165.64315654238428,OUT046,1999,nan,Tier 2,Supermarket Type1,2168.2780006984194
FDG83,18.177977771983578,Regular,0.14084778846469614,Snack Foods,186.66543663600262,OUT023,1998,High,Tier 2,Supermarket Type1,3182.602943313068
FDY27,11.153777215660291,Low Fat,0.03733185702585895,Dairy,186.95341724972306,OUT038,1999,Small,Tier 2,Supermarket Type1,2804.5589739138677
FDS45,12.345984372586894,LF,0.08382526872074444,Snack Foods,224.40791302415172,OUT028,2002,Medium,Tier 3,Supermarket Type2,3071.2398804589925
FDJ64,9.852574253588527,Regular,0.1230392449348223,Soft Drinks,32.224683934791415,OUT046,1999,Medium,Tier 2,Supermarket Type2,662.3738596967943
FDR78,19.920878054708993,Low Fat,0.12973152655157633,Snack Foods,80.65679629921553,OUT030,1985,High,Tier 1,Supermarket Type1,1101.969731938333
FDO58,6.898300251865285,Regular,0.3674711010842523,Snack Foods,183.07282003910322,OUT033,2002,High,Tier 3,Grocery Store,728.0520179344276
FDC42,19.93999076802352,Regular,0.2956378266746581,Snack Foods,235.8835194696506,OUT035,2009,Small,Tier 1,Supermarket Type1,3523.8941851789273
FDW30,15.941863229365492,Regular,0.016839554765602935,Dairy,187.62791984191193,OUT021,1997,Small,Tier 2,Supermarket Type3,4210.343693413176
FDQ31,13.505154442987699,Low Fat,0.1429704689443951,Household,125.10299704354644,OUT028,1987,Medium,Tier 2,Supermarket Type1,1637.9744477888826
FDP46,5.522544972551934,Regular,0.020268402603251724,Soft Drinks,113.15776405016017,OUT039,2002,Medium,Tier 2,Supermarket Type1,1289.8329423375733
FDO44,12.609539069152133,Low Fat,0.022440174378403517,Soft Drinks,199.7280419051637,OUT024,1997,Medium,Tier 3,Supermarket Type1,3040.8592074984135
FDG41,11.523969680043717,low fat,0.02396144544419321,Frozen Foods,200.4846703415545,OUT012,1998,High,Tier 2,Supermarket Type1,3110.6191135729687
FDK19,7.579500991601961,Regular,0.011687047318539435,Soft Drinks,169.62333827630877,OUT022,2002,High,Tier 1,Supermarket Type1,2744.3262826866667
FDI87,,Low Fat,0.07828043171900388,Household,97.03741554238752,OUT018,2002,Medium,Tier 3,Supermarket Type2,1639.5530894643393
